#Replicon Name,Replicon Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,COG(s),Protein name
chr,NC_001318.1,529198,531105,-,1195364,dnaK,BB_0518,NP_212652.1,635,-,chaperone protein DnaK
chr,NC_001318.1,531129,531692,-,1195365,grpE,BB_0519,NP_212653.1,187,-,protein GrpE
chr,NC_001318.1,534301,535155,+,1195370,-,BB_0524,NP_212658.1,284,-,inositol monophosphatase
chr,NC_001318.1,535178,535600,-,1195371,-,BB_0525,NP_212659.1,140,-,hypothetical protein BB_0525
chr,NC_001318.1,535704,537527,+,1195372,-,BB_0526,NP_212660.1,607,-,hypothetical protein BB_0526
chr,NC_001318.1,537544,538308,+,1195373,-,BB_0527,NP_212661.2,254,-,type III pantothenate kinase
chr,NC_001318.1,538328,539275,-,1195374,-,BB_0528,NP_212662.1,315,-,aldose reductase
chr,NC_001318.1,540159,540773,-,1195377,-,BB_0531,YP_008853941.1,204,-,hypothetical protein BB_0531
chr,NC_001318.1,542263,543024,+,1195379,-,BB_0533,NP_212667.1,253,-,protein PhnP
chr,NC_001318.1,543049,543816,+,1195380,xth,BB_0534,NP_212668.1,255,-,exodeoxyribonuclease III
chr,NC_001318.1,543832,544605,+,1195381,-,BB_0535,NP_212669.1,257,-,hypothetical protein BB_0535
chr,NC_001318.1,544586,547387,+,1195382,-,BB_0536,NP_212670.1,933,-,zinc protease
chr,NC_001318.1,547846,548490,-,1195384,-,BB_0537,NP_212671.1,214,-,hypothetical protein BB_0537
chr,NC_001318.1,548487,548885,-,1195385,-,BB_0538,NP_212672.1,132,-,hypothetical protein BB_0538
chr,NC_001318.1,548920,549618,-,1195386,-,BB_0539,NP_212673.1,232,-,hypothetical protein BB_0539
chr,NC_001318.1,549642,551723,-,1195387,fusA,BB_0540,NP_212674.1,693,-,elongation factor G
chr,NC_001318.1,552440,553018,+,1195389,-,BB_0542,YP_008686581.1,192,-,hypothetical protein BB_0542
chr,NC_001318.1,553139,553789,+,1195390,-,BB_0543,NP_212677.2,216,-,hypothetical protein BB_0543
chr,NC_001318.1,553992,555212,+,1195391,-,BB_0544,NP_212678.1,406,-,phosphoribosylpyrophosphate synthetase
chr,NC_001318.1,555216,556580,+,1195392,-,BB_0545,NP_212679.1,454,-,xylulokinase
chr,NC_001318.1,556563,557423,-,1195393,-,BB_0546,NP_212680.1,286,-,hypothetical protein BB_0546
chr,NC_001318.1,557407,558024,-,1195394,coaE,BB_0547,NP_212681.1,205,-,dephospho-CoA kinase
chr,NC_001318.1,558006,560732,-,1195395,polA,BB_0548,NP_212682.1,908,-,DNA polymerase I
chr,NC_001318.1,560729,561127,-,1195396,-,BB_0549,NP_212683.1,132,-,hypothetical protein BB_0549
chr,NC_001318.1,561117,561554,-,1195397,fliS,BB_0550,NP_212684.1,145,-,flagellar protein FliS
chr,NC_001318.1,561563,561943,-,1195398,-,BB_0551,NP_212685.2,126,-,protein CheY
chr,NC_001318.1,562185,564167,+,1195399,ligA,BB_0552,NP_212686.1,660,-,DNA ligase
chr,NC_001318.1,564188,565681,-,1195400,-,BB_0553,YP_008853942.1,497,-,hypothetical protein BB_0553
chr,NC_001318.1,565955,567823,+,1195401,-,BB_0554,NP_212688.2,622,-,hypothetical protein BB_0554
chr,NC_001318.1,567810,568277,+,1195402,-,BB_0555,NP_212689.1,155,-,hypothetical protein BB_0555
chr,NC_001318.1,568270,569139,+,1195403,-,BB_0556,NP_212690.1,289,-,hypothetical protein BB_0556
chr,NC_001318.1,569278,569538,+,1195404,-,BB_0557,NP_212691.1,86,-,phosphocarrier protein HPr
chr,NC_001318.1,569559,571280,+,1195405,ptsP,BB_0558,NP_212692.1,573,-,phosphoenolpyruvate-protein phosphatase
chr,NC_001318.1,571283,571852,+,1195406,-,BB_0559,NP_212693.1,189,-,PTS system glucose-specific transporter subunit IIA
chr,NC_001318.1,571890,573740,-,1195407,-,BB_0560,NP_212694.2,616,-,chaperone protein HtpG
chr,NC_001318.1,573853,575247,+,1195408,gnd,BB_0561,NP_212695.1,464,-,6-phosphogluconate dehydrogenase
chr,NC_001318.1,575274,575816,-,1195409,-,BB_0562,NP_212696.1,180,-,hypothetical protein BB_0562
chr,NC_001318.1,575981,576499,-,1195410,-,BB_0563,NP_212697.2,172,-,hypothetical protein BB_0563
chr,NC_001318.1,576582,577187,-,1195411,-,BB_0564,NP_212698.1,201,-,hypothetical protein BB_0564
chr,NC_001318.1,577395,577937,+,1195412,-,BB_0565,NP_212699.1,180,-,purine-binding chemotaxis protein
chr,NC_001318.1,577950,578261,+,1195413,-,BB_0566,NP_212700.1,103,-,hypothetical protein BB_0566
chr,NC_001318.1,578277,580421,+,1195414,-,BB_0567,NP_212701.1,714,-,chemotaxis histidine kinase
chr,NC_001318.1,580486,581643,+,1195415,-,BB_0568,NP_212702.1,385,-,chemotaxis response regulator
chr,NC_001318.1,581645,583417,+,1195416,-,BB_0569,NP_212703.1,590,-,hypothetical protein BB_0569
chr,NC_001318.1,583458,583832,+,1195417,-,BB_0570,NP_212704.1,124,-,chemotaxis response regulator
chr,NC_001318.1,584191,584880,-,1195418,-,BB_0571,NP_212705.1,229,-,uridylate kinase
chr,NC_001318.1,585080,586156,+,1195419,-,BB_0572,NP_212706.1,358,-,glycosyl transferase
chr,NC_001318.1,586218,587024,+,1195420,-,BB_0573,YP_008686582.1,268,-,ABC transporter ATP-binding protein
chr,NC_001318.1,587031,587882,+,1195421,-,BB_0574,NP_212708.1,283,-,integral membrane protein
chr,NC_001318.1,588066,589667,+,1195422,pyrG,BB_0575,NP_212709.1,533,-,CTP synthetase
chr,NC_001318.1,589684,590208,-,1195423,-,BB_0576,NP_212710.2,174,-,hypothetical protein BB_0576
chr,NC_001318.1,590348,590935,+,1195424,-,BB_0577,NP_212711.1,195,-,hypothetical protein BB_0577
chr,NC_001318.1,591188,592357,+,1195425,-,BB_0578,NP_212712.1,389,-,methyl-accepting chemotaxis protein
chr,NC_001318.1,592446,595931,+,1195426,-,BB_0579,NP_212713.1,1161,-,DNA polymerase III subunit alpha
chr,NC_001318.1,595943,596521,+,1195427,-,BB_0580,NP_212714.1,192,-,integral membrane protein
chr,NC_001318.1,596531,598591,+,1195428,recG,BB_0581,NP_212715.1,686,-,ATP-dependent DNA helicase RecG
chr,NC_001318.1,598588,599376,-,1195429,-,BB_0582,NP_212716.1,262,-,carboxypeptidase
chr,NC_001318.1,599495,600844,+,1195430,-,BB_0583,NP_212717.1,449,-,integral membrane protein
chr,NC_001318.1,601010,602344,+,1195431,-,BB_0584,NP_212718.2,444,-,integral membrane protein
chr,NC_001318.1,602374,603729,+,1195432,murD,BB_0585,NP_212719.1,451,-,UDP-N-acetylmuramoylalanine--D-glutamate ligase
chr,NC_001318.1,603726,604769,-,1195433,-,BB_0586,NP_212720.1,347,-,FemA protein
chr,NC_001318.1,604779,606983,-,1195434,metG,BB_0587,NP_212721.1,734,-,methionine--tRNA ligase
chr,NC_001318.1,607138,607935,+,1195435,-,BB_0588,NP_212722.1,265,-,MTA/SAH nucleosidase
chr,NC_001318.1,608020,609078,+,1195436,pta,BB_0589,YP_008686583.1,352,-,phosphate acetyltransferase
chr,NC_001318.1,609061,609906,-,1195437,ksgA,BB_0590,NP_212724.1,281,-,rRNA small subunit methyltransferase A
chr,NC_001318.1,609943,611193,-,1195438,-,BB_0591,NP_212725.1,416,-,competence locus E
chr,NC_001318.1,611309,612022,+,1195439,-,BB_0592,NP_212726.1,237,-,hypothetical protein BB_0592
chr,NC_001318.1,612048,613985,+,1195440,-,BB_0593,NP_212727.1,645,-,long-chain-fatty-acid CoA ligase
chr,NC_001318.1,614014,615771,-,1195441,argS,BB_0594,NP_212728.2,585,-,arginine--tRNA ligase
chr,NC_001318.1,615764,616390,-,1195442,-,BB_0595,NP_212729.1,208,-,hypothetical protein BB_0595
chr,NC_001318.1,616412,618559,-,1195443,-,BB_0596,NP_212730.1,715,-,methyl-accepting chemotaxis protein
chr,NC_001318.1,618828,621035,+,1195444,-,BB_0597,NP_212731.1,735,-,methyl-accepting chemotaxis protein
chr,NC_001318.1,621045,621953,-,1195445,murB,BB_0598,NP_212732.1,302,-,UDP-N-acetylenolpyruvoylglucosamine reductase
chr,NC_001318.1,622005,623447,+,1195446,cysS,BB_0599,NP_212733.1,480,-,cysteine--tRNA ligase
chr,NC_001318.1,623451,625007,+,1195447,-,BB_0600,NP_212734.1,518,-,hypothetical protein BB_0600
chr,NC_001318.1,625007,626260,+,1195448,glyA,BB_0601,NP_212735.1,417,-,serine hydroxymethyltransferase
chr,NC_001318.1,626286,627038,+,1195449,-,BB_0602,NP_212736.1,250,-,chaperonin
chr,NC_001318.1,627092,628948,-,1195450,p66,BB_0603,NP_212737.1,618,-,integral outer membrane protein p66
chr,NC_001318.1,629196,630698,-,1195451,-,BB_0604,NP_212738.1,500,-,L-lactate permease
chr,NC_001318.1,630796,631986,+,1195452,-,BB_0605,NP_212739.2,396,-,serine-type D-Ala-D-Ala carboxypeptidase
chr,NC_001318.1,631991,632482,+,1195453,-,BB_0606,NP_212740.1,163,-,chemoreceptor glutamine deamidase CheD
chr,NC_001318.1,632485,634464,+,1195454,pcrA,BB_0607,NP_212741.1,659,-,ATP-dependent DNA helicase
chr,NC_001318.1,634581,636011,+,1195455,-,BB_0608,NP_212742.1,476,-,aminoacyl-histidine dipeptidase
chr,NC_001318.1,636593,637957,+,1195459,tig,BB_0610,NP_212744.1,454,-,trigger factor
chr,NC_001318.1,637972,638556,+,1195460,clpP,BB_0611,NP_212745.2,194,-,ATP-dependent Clp protease proteolytic subunit
chr,NC_001318.1,638580,639872,+,1195461,clpX,BB_0612,NP_212746.1,430,-,ATP-dependent protease ATP-binding subunit ClpX
chr,NC_001318.1,639859,642249,+,1195462,lon,BB_0613,NP_212747.2,796,-,ATP-dependent protease La
chr,NC_001318.1,642289,642441,+,1195463,-,BB_0614,NP_212748.1,50,-,hypothetical protein BB_0614
chr,NC_001318.1,642500,643126,-,1195464,rpsD,BB_0615,NP_212749.2,208,-,30S ribosomal protein S4
chr,NC_001318.1,643295,644650,-,1195465,-,BB_0616,NP_212750.1,451,-,integral membrane protein
chr,NC_001318.1,644772,645140,+,1195466,-,BB_0617,NP_212751.1,122,-,hypothetical protein BB_0617
chr,NC_001318.1,645137,645601,-,1195467,cdd,BB_0618,NP_212752.1,154,-,cytidine deaminase
chr,NC_001318.1,645719,646681,+,1195468,-,BB_0619,NP_212753.2,320,-,DHH family protein
chr,NC_001318.1,646659,648254,-,1195469,-,BB_0620,NP_212754.2,531,-,beta-glucosidase
chr,NC_001318.1,648553,649107,+,1195471,-,BB_0621,NP_212755.1,184,-,4-methyl-5(b-hydroxyethyl)-thiazole monophosphate biosynthesis protein
chr,NC_001318.1,649170,650387,-,1195472,ackA,BB_0622,NP_212756.2,405,-,acetate kinase
chr,NC_001318.1,650413,653790,-,1195473,mfd,BB_0623,NP_212757.1,1125,-,transcription-repair coupling factor
chr,NC_001318.1,653887,654849,+,1195474,-,BB_0624,NP_212758.1,320,-,hypothetical protein BB_0624
chr,NC_001318.1,654863,656902,+,1195475,-,BB_0625,NP_212759.2,679,-,N-acetylmuramoyl-L-alanine amidase
chr,NC_001318.1,656998,657543,-,1195477,rnmV,BB_0626,NP_212760.1,181,-,ribonuclease M5
chr,NC_001318.1,657546,658817,-,1195478,-,BB_0627,YP_008686584.1,423,-,aminopeptidase
chr,NC_001318.1,658898,659623,+,1195479,-,BB_0628,NP_212762.1,241,-,lipoprotein
chr,NC_001318.1,659644,661515,-,1195480,-,BB_0629,NP_212763.2,623,-,PTS system fructose-specific transporter subunit IIABC
chr,NC_001318.1,661606,662529,+,1195481,pfkB,BB_0630,NP_212764.1,307,-,1-phosphofructokinase
chr,NC_001318.1,662603,662917,-,1195482,-,BB_0631,NP_212765.1,104,-,hypothetical protein BB_0631
chr,NC_001318.1,663179,665011,-,1195484,recD,BB_0632,NP_212766.1,610,-,exodeoxyribonuclease V subunit alpha
chr,NC_001318.1,665008,668517,-,1195485,recB,BB_0633,NP_212767.1,1169,-,exodeoxyribonuclease V subunit beta
chr,NC_001318.1,671767,673167,-,1195487,pncB,BB_0635,NP_212769.2,466,-,nicotinate phosphoribosyltransferase
chr,NC_001318.1,673342,674778,+,1195488,zwf,BB_0636,NP_212770.1,478,-,glucose-6-phosphate 1-dehydrogenase
chr,NC_001318.1,675035,676378,+,1195489,-,BB_0637,NP_212771.2,447,-,Na+/H+ antiporter family
chr,NC_001318.1,676472,677860,+,1195490,-,BB_0638,NP_212772.1,462,-,Na+/H+ antiporter
chr,NC_001318.1,677892,678938,-,1195491,-,BB_0639,NP_212773.1,348,-,spermidine/putrescine ABC transporter substrate-binding protein
chr,NC_001318.1,678959,679750,-,1195492,-,BB_0640,NP_212774.1,263,-,spermidine/putrescine ABC transporter permease
chr,NC_001318.1,679754,680557,-,1195493,-,BB_0641,NP_212775.2,267,-,spermidine/putrescine transport system permease
chr,NC_001318.1,680563,681606,-,1195494,-,BB_0642,NP_212776.1,347,-,spermidine/putrescine ABC transporter ATP-binding protein
chr,NC_001318.1,681685,682524,-,1195495,ylqF,BB_0643,NP_212777.1,279,-,ribosome biogenesis GTPase A
chr,NC_001318.1,682679,683377,+,1195496,-,BB_0644,NP_212778.1,232,-,N-acetylmannosamine-6-phosphate 2-epimerase
chr,NC_001318.1,683423,684967,+,1195497,-,BB_0645,NP_212779.1,514,-,PTS system glucose-specific transporter subunit IIBC
chr,NC_001318.1,684997,685980,-,1195498,-,BB_0646,NP_212780.1,327,-,hypothetical protein BB_0646
chr,NC_001318.1,685977,686507,-,1195499,bosR,BB_0647,NP_212781.1,176,-,oxidative stress regulator BosR
chr,NC_001318.1,686607,688295,-,1195500,-,BB_0648,YP_008686585.1,562,-,hypothetical protein BB_0648
chr,NC_001318.1,688490,690127,+,1195501,groL,BB_0649,NP_212783.1,545,-,chaperonin GroEL
chr,NC_001318.1,690193,690489,+,1195502,-,BB_0650,NP_212784.2,98,-,hypothetical protein BB_0650
chr,NC_001318.1,690482,690799,+,1195503,-,BB_0651,NP_212785.1,105,-,protein translocase subunit YajC
chr,NC_001318.1,690885,692645,+,1195504,secD,BB_0652,NP_212786.1,586,-,protein translocase subunit SecD
chr,NC_001318.1,692629,693528,+,1195505,secF,BB_0653,NP_212787.1,299,-,protein translocase subunit SecF
chr,NC_001318.1,693554,694696,+,1195506,-,BB_0654,NP_212788.1,380,-,hypothetical protein BB_0654
chr,NC_001318.1,694693,695523,-,1195507,-,BB_0655,NP_212789.1,276,-,heat shock protein
chr,NC_001318.1,695631,696764,+,1195508,-,BB_0656,NP_212790.1,377,-,oxygen-independent coproporphyrinogen III oxidase
chr,NC_001318.1,696751,697437,-,1195509,rpiA,BB_0657,NP_212791.1,228,-,ribose 5-phosphate isomerase A
chr,NC_001318.1,697586,698332,+,1195510,-,BB_0658,NP_212792.2,248,-,"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase"
chr,NC_001318.1,698400,699965,-,1195511,lysS,BB_0659,NP_212793.1,521,-,lysine--tRNA ligase
chr,NC_001318.1,700052,700924,-,1195512,era,BB_0660,NP_212794.1,290,-,GTPase Era
chr,NC_001318.1,701029,701385,+,1195513,-,BB_0661,NP_212795.2,118,-,hypothetical protein BB_0661
chr,NC_001318.1,701395,701805,+,1195514,-,BB_0662,NP_212796.1,136,-,hypothetical protein BB_0662
chr,NC_001318.1,701825,702274,+,1195515,-,BB_0663,NP_212797.1,149,-,hypothetical protein BB_0663
chr,NC_001318.1,702283,702951,-,1195516,-,BB_0664,NP_212798.2,222,-,lipoprotein
chr,NC_001318.1,703009,703968,+,1195517,-,BB_0665,NP_212799.1,319,-,hypothetical protein BB_0665
chr,NC_001318.1,703961,704959,+,1195518,-,BB_0666,NP_212800.2,332,-,N-acetylmuramoyl-L-alanine amidase domain-containing protein
chr,NC_001318.1,704949,705500,+,1195519,-,BB_0667,NP_212801.1,183,-,hypothetical protein BB_0667
chr,NC_001318.1,705580,706605,+,1195520,-,BB_0668,NP_212802.2,341,-,flagellar filament outer layer protein
chr,NC_001318.1,706673,709267,+,1195521,-,BB_0669,NP_212803.1,864,-,chemotaxis protein CheA
chr,NC_001318.1,709274,710674,+,1195522,-,BB_0670,NP_212804.1,466,-,purine-binding chemotaxis protein
chr,NC_001318.1,710686,711171,+,1195523,-,BB_0671,NP_212805.1,161,-,chemotaxis protein CheX
chr,NC_001318.1,711211,711651,+,1195524,-,BB_0672,NP_212806.1,146,-,chemotaxis protein CheY
chr,NC_001318.1,711692,712207,-,1195525,-,BB_0673,NP_212807.1,171,-,hypothetical protein BB_0673
chr,NC_001318.1,712204,713250,-,1195526,-,BB_0674,NP_212808.1,348,-,membrane protein
chr,NC_001318.1,713244,714107,-,1195527,-,BB_0675,NP_212809.1,287,-,hypothetical protein BB_0675
chr,NC_001318.1,714104,714766,-,1195528,-,BB_0676,NP_212810.1,220,-,phosphoglycolate phosphatase
chr,NC_001318.1,715009,716619,+,1195529,rbsA,BB_0677,NP_212811.1,536,-,sugar ABC transporter ATP-binding protein
chr,NC_001318.1,716620,717771,+,1195530,-,BB_0678,NP_212812.1,383,-,sugar ABC transporter permease
chr,NC_001318.1,717743,718669,+,1195531,-,BB_0679,NP_212813.2,308,-,ribose/galactose ABC transporter permease
chr,NC_001318.1,718827,721088,+,1195532,-,BB_0680,NP_212814.1,753,-,methyl-accepting chemotaxis protein
chr,NC_001318.1,721119,723020,+,1195533,-,BB_0681,NP_212815.2,633,-,methyl-accepting chemotaxis protein
chr,NC_001318.1,723063,724130,-,1195534,trmU,BB_0682,NP_212816.1,355,-,tRNA-specific 2-thiouridylase MnmA
chr,NC_001318.1,724224,725447,+,1195535,-,BB_0683,NP_212817.1,407,-,3-hydroxy-3-methylglutaryl-CoA synthase
chr,NC_001318.1,725431,726495,+,1195536,fni,BB_0684,NP_212818.2,354,-,isopentenyl-diphosphate delta-isomerase
chr,NC_001318.1,726458,727753,+,1195537,-,BB_0685,NP_212819.1,431,-,3-hydroxy-3-methylglutaryl-CoA reductase
chr,NC_001318.1,727737,728675,+,1195538,mvaD,BB_0686,NP_212820.1,312,-,diphosphomevalonate decarboxylase
chr,NC_001318.1,728666,729619,+,1195539,-,BB_0687,NP_212821.1,317,-,phosphomevalonate kinase
chr,NC_001318.1,729613,730506,+,1195540,mvk,BB_0688,NP_212822.1,297,-,mevalonate kinase
chr,NC_001318.1,730632,731099,-,1195542,-,BB_0689,NP_212823.1,155,-,hypothetical protein BB_0689
chr,NC_001318.1,731184,731720,+,1195543,napA,BB_0690,NP_212824.2,178,-,neutrophil activating protein A (napA)
chr,NC_001318.1,731794,733803,+,1195544,fusA,BB_0691,NP_212825.1,669,-,elongation factor G
chr,NC_001318.1,734081,735289,+,1195546,-,BB_0693,NP_212827.1,402,-,xylose operon regulatory protein
chr,NC_001318.1,735352,736686,+,1195547,ffh,BB_0694,NP_212828.2,444,-,signal recognition particle protein
chr,NC_001318.1,736699,736959,+,1195548,rpsP,BB_0695,NP_212829.1,86,-,30S ribosomal protein S16
chr,NC_001318.1,736960,737208,+,1195549,-,BB_0696,NP_212830.1,82,-,hypothetical protein BB_0696
chr,NC_001318.1,737212,737712,+,1195550,rimM,BB_0697,NP_212831.1,166,-,ribosome maturation factor RimM
chr,NC_001318.1,737709,738428,+,1195551,trmD,BB_0698,NP_212832.1,239,-,tRNA (guanine-N(1)-)-methyltransferase
chr,NC_001318.1,738406,738771,+,1195552,rplS,BB_0699,NP_212833.1,121,-,50S ribosomal protein L19
chr,NC_001318.1,739144,739683,+,1195554,-,BB_0701,NP_212835.1,179,-,hypothetical protein BB_0701
chr,NC_001318.1,739685,740176,+,1195555,coaD,BB_0702,NP_212836.1,163,-,phosphopantetheine adenylyltransferase
chr,NC_001318.1,740240,740422,+,1195556,rpmF,BB_0703,NP_212837.1,60,-,50S ribosomal protein L32
chr,NC_001318.1,740446,740688,+,1195557,acpP,BB_0704,NP_212838.1,80,-,acyl carrier protein
chr,NC_001318.1,740688,741425,+,1195558,rnc,BB_0705,NP_212839.2,245,-,ribonuclease III
chr,NC_001318.1,741396,742628,-,1195559,-,BB_0706,NP_212840.1,410,-,polynucleotide adenylyltransferase
chr,NC_001318.1,742744,744516,+,1195560,-,BB_0707,NP_212841.2,590,-,hypothetical protein BB_0707
chr,NC_001318.1,744522,744845,+,1195561,-,BB_0708,NP_212842.1,107,-,hypothetical protein BB_0708
chr,NC_001318.1,745302,746333,+,1195563,-,BB_0709,NP_212843.1,343,-,hypothetical protein BB_0709
chr,NC_001318.1,748123,750018,+,1195566,-,BB_0712,NP_212846.1,631,-,RNA polymerase sigma factor RpoD
chr,NC_001318.1,750031,750789,+,1195567,-,BB_0713,NP_212847.2,252,-,hypothetical protein BB_0713
chr,NC_001318.1,751191,752159,+,1195568,-,BB_0714,NP_212848.1,322,-,hypothetical protein BB_0714
chr,NC_001318.1,752170,753219,+,1195569,-,BB_0715,NP_212849.2,349,-,cell division protein FtsA
chr,NC_001318.1,753292,754068,+,1195570,mreC,BB_0716,NP_212850.2,258,-,rod shape-determining protein MreC
chr,NC_001318.1,754068,754550,+,1195571,-,BB_0717,NP_212851.1,160,-,integral membrane protein
chr,NC_001318.1,754637,756349,+,1195572,-,BB_0718,NP_212852.2,570,-,penicillin-binding protein
chr,NC_001318.1,756354,757670,+,1195573,mrdB,BB_0719,NP_212853.2,438,-,rod shape-determining protein RodA
chr,NC_001318.1,757836,759581,+,1195574,thrS,BB_0720,YP_008686586.1,581,-,threonine--tRNA ligase
chr,NC_001318.1,759586,760215,+,1195575,pgsA,BB_0721,NP_212855.1,209,-,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
chr,NC_001318.1,760226,761647,+,1195576,-,BB_0722,NP_212856.2,473,-,hypothetical protein BB_0722
chr,NC_001318.1,761621,762154,-,1195577,-,BB_0723,YP_008686587.1,177,-,adenylyl cyclase
chr,NC_001318.1,762251,763573,+,1195578,-,BB_0724,YP_008686588.1,440,-,potassium transporter
chr,NC_001318.1,763579,764361,+,1195579,-,BB_0725,NP_212859.2,260,-,lectin
chr,NC_001318.1,764371,765342,+,1195580,-,BB_0726,NP_212860.1,323,-,ATP-binding protein
chr,NC_001318.1,765373,766716,+,1195581,-,BB_0727,NP_212861.2,447,-,phosphofructokinase
chr,NC_001318.1,766733,768064,-,1195582,cdr,BB_0728,NP_212862.2,443,-,CoA-disulfide reductase
chr,NC_001318.1,768079,769470,-,1195583,-,BB_0729,NP_212863.1,463,-,dicarboxylate/amino acid:cation symporter
chr,NC_001318.1,769547,771139,-,1195584,pgi,BB_0730,NP_212864.2,530,-,glucose-6-phosphate isomerase
chr,NC_001318.1,771162,771563,-,1195585,-,BB_0731,NP_212865.1,133,-,hypothetical protein BB_0731
chr,NC_001318.1,771570,774368,-,1195586,-,BB_0732,NP_212866.1,932,-,penicillin-binding protein
chr,NC_001318.1,774677,775462,+,1195587,-,BB_0733,NP_212867.2,261,-,hypothetical protein BB_0733
chr,NC_001318.1,775666,776679,-,1195588,-,BB_0734,NP_212868.1,337,-,Sua5/YciO/YrdC/YwlC family protein
chr,NC_001318.1,776785,777573,+,1195589,-,BB_0735,NP_212869.2,262,-,rare lipoprotein A
chr,NC_001318.1,777765,778754,+,1195591,-,BB_0737,NP_212871.2,329,-,tRNA-dihydrouridine synthase
chr,NC_001318.1,778758,781385,+,1195592,valS,BB_0738,NP_212872.1,875,-,valine--tRNA ligase
chr,NC_001318.1,781486,782073,-,1195593,-,BB_0739,YP_008686589.1,195,-,hypothetical protein BB_0739
chr,NC_001318.1,782152,782829,-,1195594,-,BB_0740,NP_212874.1,225,-,hypothetical protein BB_0740
chr,NC_001318.1,782976,783248,-,1195595,groS,BB_0741,NP_212875.2,90,-,chaperonin GroS
chr,NC_001318.1,783390,785021,+,1195596,-,BB_0742,NP_212876.2,543,-,ABC transporter ATP-binding protein
chr,NC_001318.1,785057,786754,+,1195597,-,BB_0743,NP_212877.1,565,-,hypothetical protein BB_0743
chr,NC_001318.1,786860,788962,+,1195598,p83/100,BB_0744,NP_212878.1,700,-,p83/100 antigen
chr,NC_001318.1,789303,789938,+,1195601,-,BB_0745,NP_212879.2,211,-,endonuclease III
chr,NC_001318.1,789947,790807,-,1195602,-,BB_0746,NP_212880.1,286,-,oligopeptide ABC transporter permease
chr,NC_001318.1,790807,791787,-,1195603,-,BB_0747,NP_212881.1,326,-,oligopeptide ABC transporter permease
chr,NC_001318.1,791794,792252,-,1195604,-,BB_0748,NP_212882.1,152,-,hypothetical protein BB_0748
chr,NC_001318.1,792351,793625,+,1195605,-,BB_0749,NP_212883.2,424,-,hypothetical protein BB_0749
chr,NC_001318.1,793842,794855,-,1195607,-,BB_0751,NP_212885.2,337,-,hypothetical protein BB_0751
chr,NC_001318.1,794875,796383,-,1195608,-,BB_0752,YP_008686590.1,502,-,hypothetical protein BB_0752
chr,NC_001318.1,796388,797122,-,1195609,-,BB_0753,YP_008686591.1,244,-,hypothetical protein BB_0753
chr,NC_001318.1,797119,798048,-,1195610,-,BB_0754,NP_212888.1,309,-,ABC transporter ATP-binding protein
chr,NC_001318.1,798057,799016,-,1195611,rnz,BB_0755,NP_212889.1,319,-,ribonuclease Z
chr,NC_001318.1,799208,800275,-,1195612,-,BB_0756,NP_212890.1,355,-,hypothetical protein BB_0756
chr,NC_001318.1,800476,801072,+,1195613,clpP,BB_0757,NP_212891.2,198,-,ATP-dependent Clp protease proteolytic subunit
chr,NC_001318.1,801119,801778,+,1195614,-,BB_0758,NP_212892.2,219,-,hypothetical protein BB_0758
chr,NC_001318.1,801941,802798,-,1195616,-,BB_0759,NP_212893.1,285,-,membrane protein
chr,NC_001318.1,802838,803167,-,1195617,-,BB_0760,NP_212894.2,109,-,protein Gp37
chr,NC_001318.1,803278,804165,+,1195618,-,BB_0761,YP_008686592.1,295,-,peptidoglycan-binding protein
chr,NC_001318.1,804417,805772,-,1195620,-,BB_0763,YP_008686593.1,451,-,acetoacetate metabolism regulatory protein AtoC
chr,NC_001318.1,805775,806923,-,1195621,-,BB_0764,NP_212898.1,382,-,sensory transduction histidine kinase
chr,NC_001318.1,806920,807966,-,1195622,-,BB_0765,NP_212899.1,348,-,hypothetical protein BB_0765
chr,NC_001318.1,807976,808464,-,1195623,cvpA,BB_0766,NP_212900.1,162,-,colicin V production protein
chr,NC_001318.1,808461,809552,-,1195624,murG,BB_0767,NP_212901.1,363,-,UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
chr,NC_001318.1,809701,810495,-,1195625,-,BB_0768,NP_212902.1,264,-,pyridoxal kinase
chr,NC_001318.1,810470,811510,-,1195626,-,BB_0769,NP_212903.1,346,-,tRNA N6-adenosine threonylcarbamoyltransferase
chr,NC_001318.1,811507,812388,-,1195627,-,BB_0770,NP_212904.1,293,-,divergent polysaccharide deacetylase superfamily protein
chr,NC_001318.1,812439,813239,-,1195628,rpoS,BB_0771,NP_212905.1,266,-,RNA polymerase sigma factor
chr,NC_001318.1,813386,813706,-,11493334,-,BB_0771a,YP_004956714.1,106,-,hypothetical protein BB_0771a
chr,NC_001318.1,813690,814697,-,1195629,-,BB_0772,NP_212906.1,335,-,flagellar basal body P-ring protein
chr,NC_001318.1,814868,815302,-,1195630,-,BB_0773,NP_212907.1,144,-,hypothetical protein BB_0773
chr,NC_001318.1,815502,816299,-,1195631,flgG,BB_0774,NP_212908.1,265,-,flagellar basal body rod protein FlgG
chr,NC_001318.1,816312,817160,-,1195632,-,BB_0775,NP_212909.2,282,-,flagellar hook-basal body complex protein
chr,NC_001318.1,817396,817956,+,1195633,-,BB_0776,NP_212910.2,186,-,hypothetical protein BB_0776
